id,rating_label
1,0
2,2
3,1
4,0
5,2
6,0
7,0
8,0
9,2
10,2
11,1
12,0
13,2
14,1
15,1
16,2
17,1
18,0
19,0
20,0
21,0
22,0
23,2
24,0
25,1
26,2
27,1
28,0
29,1
30,1
31,1
32,0
33,0
34,1
35,2
36,0
37,2
38,0
39,0
40,2
41,1
42,2
43,1
44,0
45,1
46,1
47,2
48,0
49,2
50,1
51,0
52,2
53,2
54,0
55,2
56,0
57,2
58,1
59,0
60,1
61,0
62,2
63,0
64,0
65,0
66,2
67,0
68,2
69,0
70,2
71,0
72,2
73,0
74,2
75,1
76,0
77,1
78,0
79,0
80,0
81,1
82,1
83,2
84,1
85,0
86,0
87,1
88,2
89,0
90,2
91,0
92,2
93,1
94,1
95,0
96,0
97,0
98,0
99,0
100,1
101,0
102,1
103,2
104,0
105,1
106,1
107,1
108,1
109,0
110,0
111,2
112,1
113,2
114,2
115,0
116,2
117,0
118,1
119,0
120,0
121,0
122,2
123,1
124,0
125,0
126,2
127,2
128,0
129,0
130,1
131,0
132,0
133,0
134,2
135,0
136,0
137,0
138,2
139,0
140,1
141,0
142,0
143,0
144,1
145,2
146,0
147,2
148,1
149,2
150,2
151,1
152,1
153,1
154,0
155,2
156,0
157,0
158,1
159,0
160,1
161,0
162,0
163,2
164,2
165,0
166,0
167,0
168,1
169,2
170,0
171,0
172,1
173,2
174,0
175,0
176,1
177,1
178,2
179,0
180,1
181,0
182,1
183,0
184,0
185,0
186,1
187,0
188,1
189,1
190,1
191,1
192,1
193,2
194,2
195,0
196,1
197,0
198,1
199,1
200,1
201,0
202,2
203,2
204,2
205,2
206,2
207,1
208,1
209,0
210,2
211,0
212,0
213,0
214,2
215,1
216,0
217,0
218,0
219,1
220,0
221,0
222,0
223,1
224,1
225,2
226,1
227,2
228,0
229,1
230,1
231,0
232,1
233,0
234,0
235,1
236,0
237,0
238,0
239,0
240,1
241,2
242,1
243,2
244,0
245,1
246,0
247,1
248,0
249,0
250,0
251,2
252,2
253,0
254,0
255,0
256,0
257,2
258,2
259,0
260,1
261,1
262,1
263,1
264,2
265,1
266,0
267,2
268,2
269,0
270,0
271,0
272,0
273,2
274,1
275,0
276,1
277,0
278,0
279,0
280,1
281,1
282,2
283,1
284,0
285,1
286,2
287,0
288,1
289,2
290,0
291,2
292,2
293,0
294,0
295,2
296,0
297,2
298,0
299,0
300,0
301,1
302,0
303,0
304,1
305,1
306,2
307,0
308,1
309,0
310,0
311,1
312,1
313,2
314,0
315,1
316,1
317,0
318,1
319,1
320,2
321,1
322,0
323,1
324,0
325,2
326,2
327,2
328,1
329,0
330,1
331,1
332,1
333,2
334,2
335,0
336,1
337,0
338,0
339,0
340,2
341,0
342,1
343,0
344,0
345,2
346,0
347,0
348,1
349,0
350,1
351,1
352,0
353,0
354,2
355,0
356,2
357,0
358,0
359,0
360,0
361,2
362,2
363,1
364,1
365,2
366,0
367,2
368,0
369,1
370,1
371,0
372,0
373,0
374,1
375,0
376,0
377,0
378,0
379,1
380,2
381,0
382,0
383,1
384,1
385,0
386,1
387,2
388,0
389,0
390,0
391,1
392,0
393,1
394,0
395,0
396,0
397,0
398,0
399,0
400,1
401,2
402,2
403,0
404,0
405,1
406,0
407,0
408,0
409,0
410,1
411,1
412,1
413,1
414,0
415,1
416,0
417,0
418,0
419,2
420,2
421,1
422,0
423,1
424,0
425,2
426,1
427,0
428,0
429,1
430,1
431,0
432,1
433,0
434,0
435,0
436,2
437,0
438,0
439,0
440,2
441,0
442,0
443,0
444,0
445,2
446,2
447,0
448,0
449,0
450,0
451,1
452,0
453,1
454,0
455,0
456,1
457,1
458,0
459,1
460,2
461,0
462,0
463,0
464,2
465,2
466,0
467,0
468,2
469,1
470,0
471,0
472,2
473,2
474,1
475,1
476,0
477,1
478,1
479,1
480,0
481,1
482,1
483,1
484,2
485,0
486,0
487,0
488,0
489,2
490,1
491,0
492,2
493,0
494,0
495,2
496,2
497,2
498,0
499,2
500,0
501,1
502,1
503,1
504,0
505,2
506,0
507,0
508,0
509,0
510,2
511,0
512,0
513,1
514,0
515,2
516,1
517,0
518,0
519,2
520,2
521,2
522,2
523,1
524,1
525,1
526,1
527,1
528,2
529,1
530,1
531,1
532,2
533,0
534,1
535,0
536,1
537,1
538,1
539,0
540,1
541,2
542,1
543,1
544,1
545,1
546,1
547,2
548,0
549,0
550,2
551,0
552,0
553,0
554,0
555,0
556,0
557,1
558,1
559,0
560,0
561,1
562,1
563,1
564,0
565,2
566,2
567,1
568,1
569,1
570,1
571,1
572,0
573,1
574,0
575,1
576,1
577,2
578,1
579,1
580,0
581,1
582,0
583,0
584,2
585,1
586,2
587,0
588,0
589,0
590,2
591,0
592,0
593,0
594,1
595,0
596,2
597,0
598,0
599,2
600,0
601,0
602,1
603,0
604,2
605,1
606,0
607,2
608,2
609,2
610,0
611,1
612,0
613,1
614,0
615,1
616,1
617,1
618,0
619,2
620,2
621,1
622,1
623,1
624,0
625,0
626,2
627,2
628,0
629,1
630,2
631,1
632,1
633,0
634,0
635,0
636,1
637,1
638,0
639,0
640,2
641,1
642,1
643,0
644,0
645,2
646,1
647,1
648,0
649,0
650,1
651,0
652,0
653,1
654,1
655,0
656,1
657,1
658,1
659,1
660,1
661,0
662,0
663,0
664,1
665,0
666,1
667,2
668,1
669,0
670,1
671,1
672,0
673,1
674,1
675,1
676,1
677,0
678,0
679,0
680,1
681,0
682,0
683,1
684,2
685,0
686,0
687,2
688,0
689,0
690,1
691,1
692,2
693,2
694,1
695,0
696,0
697,1
698,1
699,0
700,1
701,1
702,1
703,0
704,1
705,0
706,2
707,1
708,2
709,0
710,0
711,2
712,1
713,1
714,1
715,1
716,2
717,0
718,0
719,0
720,1
721,1
722,2
723,2
724,1
725,1
726,0
727,1
728,1
729,1
730,0
731,0
732,0
733,0
734,1
735,1
736,1
737,2
738,1
739,1
740,0
741,0
742,0
743,0
744,2
745,2
746,0
747,1
748,0
749,2
750,0
751,2
752,0
753,0
754,1
755,0
756,1
757,1
758,0
759,0
760,1
761,2
762,0
763,0
764,0
765,1
766,0
767,0
768,0
769,0
770,0
771,2
772,0
773,2
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,1
782,0
783,0
784,1
785,1
786,1
787,0
788,2
789,2
790,1
791,0
792,0
793,2
794,1
795,0
796,2
797,0
798,2
799,0
800,0
801,1
802,0
803,0
804,0
805,1
806,0
807,1
808,2
809,0
810,0
811,2
812,2
813,0
814,1
815,0
816,0
817,1
818,1
819,1
820,2
821,0
822,1
823,1
824,0
825,0
826,1
827,0
828,2
829,0
830,1
831,1
832,0
833,1
834,2
835,0
836,1
837,2
838,0
839,1
840,1
841,2
842,2
843,2
844,0
845,0
846,0
847,1
848,1
849,0
850,0
851,1
852,2
853,0
854,2
855,1
856,0
857,0
858,2
859,2
860,0
861,0
862,1
863,1
864,0
865,1
866,2
867,0
868,2
869,1
870,0
871,1
872,2
873,1
874,2
875,0
876,0
877,0
878,0
879,2
880,0
881,2
882,2
883,0
884,0
885,1
886,0
887,0
888,0
889,1
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,1
899,2
900,1
901,0
902,1
903,0
904,1
905,0
906,1
907,0
908,1
909,2
910,0
911,2
912,0
913,2
914,1
915,0
916,0
917,0
918,1
919,2
920,0
921,0
922,1
923,0
924,1
925,0
926,0
927,2
928,0
929,0
930,2
931,0
932,1
933,0
934,0
935,2
936,0
937,0
938,0
939,1
940,0
941,1
942,1
943,1
944,0
945,0
946,0
947,0
948,0
949,2
950,0
951,0
952,2
953,0
954,0
955,2
956,0
957,1
958,0
959,0
960,1
961,0
962,2
963,0
964,2
965,1
966,2
967,1
968,2
969,0
970,0
971,0
972,0
973,2
974,0
975,1
976,1
977,1
978,2
979,2
980,0
981,0
982,2
983,0
984,1
985,1
986,0
987,0
988,0
989,2
990,1
991,0
992,2
993,1
994,2
995,0
996,0
997,0
998,1
999,1
1000,0
1001,2
1002,0
1003,2
1004,0
1005,0
1006,0
1007,0
1008,1
1009,0
1010,0
1011,1
1012,0
1013,0
1014,1
1015,1
1016,0
1017,2
1018,0
1019,1
1020,2
1021,0
1022,0
1023,0
1024,2
1025,1
1026,1
1027,2
1028,2
1029,0
1030,1
1031,1
1032,0
1033,2
1034,1
1035,0
1036,0
1037,0
1038,1
1039,2
1040,2
1041,2
1042,1
1043,2
1044,2
1045,0
1046,0
1047,0
1048,1
1049,2
1050,0
1051,1
1052,0
1053,2
1054,2
1055,1
1056,1
1057,0
1058,1
1059,2
1060,1
1061,2
1062,0
1063,2
1064,0
1065,0
1066,2
1067,1
1068,2
1069,1
1070,0
1071,0
1072,1
1073,0
1074,0
1075,0
1076,0
1077,2
1078,0
1079,1
1080,0
1081,1
1082,0
1083,2
1084,0
1085,1
1086,0
1087,1
1088,1
1089,0
1090,1
1091,1
1092,1
1093,2
1094,0
1095,2
1096,1
1097,1
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,2
1105,0
1106,0
1107,1
1108,1
1109,0
1110,1
1111,0
1112,0
1113,2
1114,0
1115,0
1116,2
1117,0
1118,2
1119,0
1120,0
1121,1
1122,1
1123,1
1124,0
1125,1
1126,0
1127,2
1128,0
1129,0
1130,1
1131,2
1132,0
1133,2
1134,0
1135,1
1136,1
1137,1
1138,0
1139,1
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,1
1150,1
1151,0
1152,2
1153,2
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,1
1161,0
1162,1
1163,2
1164,1
1165,0
1166,0
1167,2
1168,0
1169,2
1170,0
1171,0
1172,0
1173,2
1174,0
1175,0
1176,1
1177,2
1178,2
1179,2
1180,0
1181,1
1182,1
1183,1
1184,0
1185,1
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,2
1195,2
1196,1
1197,0
1198,0
1199,1
1200,2
1201,1
1202,0
1203,1
1204,0
1205,0
1206,0
1207,1
1208,0
1209,2
1210,1
1211,0
1212,2
1213,0
1214,0
1215,0
1216,1
1217,1
1218,2
1219,2
1220,0
1221,2
1222,1
1223,0
1224,1
1225,0
1226,1
1227,1
1228,1
1229,0
1230,2
1231,1
1232,0
1233,2
1234,0
1235,1
1236,0
1237,0
1238,2
1239,0
1240,0
1241,2
1242,2
1243,0
1244,1
1245,0
1246,2
1247,1
1248,1
1249,1
1250,1
1251,0
1252,0
1253,1
1254,1
1255,0
1256,0
1257,1
1258,2
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,2
1266,2
1267,2
1268,2
1269,0
1270,1
1271,1
1272,2
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,2
1280,1
1281,0
1282,0
1283,1
1284,1
1285,1
1286,0
1287,0
1288,0
1289,2
1290,0
1291,1
1292,2
1293,1
1294,0
1295,0
1296,1
1297,2
1298,2
1299,1
1300,2
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,2
1308,0
1309,0
1310,2
1311,2
1312,1
1313,2
1314,0
1315,0
1316,0
1317,1
1318,2
1319,2
1320,1
1321,0
1322,2
1323,1
1324,0
1325,1
1326,2
1327,0
1328,0
1329,2
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,2
1337,1
1338,0
1339,0
1340,2
1341,2
1342,0
1343,2
1344,0
1345,0
1346,2
1347,0
1348,0
1349,2
1350,2
1351,0
1352,0
1353,1
1354,0
1355,1
1356,1
1357,2
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,2
1366,1
1367,1
1368,2
1369,0
1370,1
1371,1
1372,0
1373,0
1374,0
1375,2
1376,0
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,0
1384,1
1385,0
1386,0
1387,0
1388,1
1389,0
1390,2
1391,1
1392,0
1393,1
1394,0
1395,1
1396,0
1397,1
1398,2
1399,2
1400,0
1401,2
1402,1
1403,1
1404,1
1405,0
1406,0
1407,2
1408,2
1409,1
1410,2
1411,2
1412,0
1413,1
1414,0
1415,2
1416,0
1417,1
1418,0
1419,1
1420,1
1421,1
1422,2
1423,1
1424,0
1425,0
1426,1
1427,0
1428,0
1429,1
1430,2
1431,0
1432,0
1433,2
1434,0
1435,2
1436,1
1437,0
1438,2
1439,2
1440,0
1441,1
1442,0
1443,2
1444,0
1445,0
1446,2
1447,0
1448,0
1449,2
1450,1
1451,2
1452,1
1453,1
1454,1
1455,0
1456,0
1457,1
1458,0
1459,1
1460,0
1461,2
1462,0
1463,1
1464,0
1465,0
1466,1
1467,2
1468,1
1469,2
1470,2
1471,1
1472,1
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,0
1484,0
1485,2
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,0
1493,1
1494,2
1495,2
1496,2
1497,2
1498,1
1499,1
1500,0
1501,0
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,2
1509,0
1510,1
1511,1
1512,1
1513,2
1514,2
1515,0
1516,0
1517,0
1518,2
1519,0
1520,0
1521,2
1522,0
1523,0
1524,2
1525,0
1526,0
1527,2
1528,0
1529,0
1530,1
1531,2
1532,1
1533,2
1534,1
1535,0
1536,0
1537,0
1538,2
1539,1
1540,1
1541,1
1542,2
1543,0
1544,0
1545,1
1546,1
1547,1
1548,2
1549,1
1550,1
1551,0
1552,1
1553,0
1554,0
1555,1
1556,0
1557,1
1558,0
1559,0
1560,2
1561,1
1562,1
1563,1
1564,2
1565,2
1566,0
1567,1
1568,0
1569,0
1570,0
1571,2
1572,0
1573,0
1574,1
1575,0
1576,0
1577,2
1578,0
1579,1
1580,0
1581,2
1582,2
1583,1
1584,0
1585,0
1586,0
1587,1
1588,0
1589,1
1590,0
1591,2
1592,0
1593,2
1594,2
1595,2
1596,2
1597,0
1598,2
1599,2
1600,1
1601,0
1602,0
1603,0
1604,1
1605,0
1606,1
1607,1
1608,0
1609,0
1610,2
1611,2
1612,1
1613,1
1614,2
1615,0
1616,0
1617,2
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,2
1625,2
1626,1
1627,2
1628,1
1629,2
1630,0
1631,0
1632,1
1633,1
1634,0
1635,1
1636,2
1637,2
1638,1
1639,0
1640,2
1641,0
1642,0
1643,0
1644,1
1645,0
1646,1
1647,0
1648,0
1649,2
1650,0
1651,0
1652,2
1653,1
1654,0
1655,1
1656,2
1657,0
1658,2
1659,0
1660,0
1661,0
1662,1
1663,2
1664,0
1665,0
1666,0
1667,1
1668,0
1669,2
1670,2
1671,1
1672,0
1673,1
1674,2
1675,2
1676,0
1677,2
1678,2
1679,0
1680,0
1681,1
1682,2
1683,0
1684,2
1685,2
1686,1
1687,1
1688,0
1689,0
1690,1
1691,0
1692,2
1693,1
1694,1
1695,0
1696,0
1697,2
1698,0
1699,0
1700,1
1701,1
1702,0
1703,2
1704,1
1705,0
1706,0
1707,1
1708,1
1709,1
1710,0
1711,0
1712,2
1713,2
1714,1
1715,2
1716,0
1717,0
1718,0
1719,1
1720,1
1721,0
1722,0
1723,0
1724,1
1725,1
1726,2
1727,0
1728,1
1729,0
1730,2
1731,2
1732,1
1733,1
